DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
190909510,4/18/2019,1/10/2017,1400,9,Van Nuys,914,354,THEFT OF IDENTITY,0100 0917 1822,23,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,14900    SHERMAN                      WY,,"(34.2012, -118.4574)"
191008637,4/18/2019,1/2/2017,1,10,West Valley,1001,354,THEFT OF IDENTITY,1822,46,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,19500    SATICOY                      ST,,"(34.2143, -118.5534)"
191410642,4/18/2019,4/1/2017,2000,14,Pacific,1438,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",533,12,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,810,,,,10700    VENICE                       BL,,"(34.0199, -118.4125)"
191509657,4/18/2019,3/1/2017,900,15,N Hollywood,1519,354,THEFT OF IDENTITY,0928 0929 1822,29,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6400    DENNY                        AV,,"(34.1867, -118.3648)"
191608075,4/18/2019,4/19/2017,1600,16,Foothill,1615,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 1307,48,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,11800    FOOTHILL                     BL,,"(34.2754, -118.3904)"
192009424,4/18/2019,10/1/2017,800,20,Olympic,2019,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0500 0509 0510 0516 0522 0527 1251 1811,16,F,H,721,HIGH SCHOOL,,,IC,Invest Cont,810,,,,200 N  WESTMORELAND                 AV,,"(34.0745, -118.2879)"
192009389,4/18/2019,1/1/2010,900,20,Olympic,2093,354,THEFT OF IDENTITY,100,70,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2000 S  HOBART                       BL,,"(34.0392, -118.3062)"
190909530,4/19/2019,12/25/2014,2340,9,Van Nuys,935,440,THEFT PLAIN - PETTY ($950 & UNDER),344,31,M,H,753,DETENTION/JAIL FACILITY,,,IC,Invest Cont,440,,,,6200    SYLMAR                       AV,,"(34.1827, -118.4465)"
190209967,4/19/2019,9/28/2016,1200,2,Rampart,211,649,DOCUMENT FORGERY / STOLEN FELONY,0924 1822,52,M,O,208,AUTO SALES LOT,,,IC,Invest Cont,649,,,,600 N  VERMONT                      AV,,"(34.0814, -118.2962)"
191310086,4/19/2019,6/13/2016,1,13,Newton,1364,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",344,-2,M,H,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,668,,,,5200 S  CENTRAL                      AV,,"(33.9958, -118.2565)"
190709460,4/19/2019,3/29/2017,700,7,Wilshire,713,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,300 N  ORANGE GROVE                 AV,,"(34.0761, -118.3604)"
191008774,4/19/2019,1/1/2017,1200,10,West Valley,1001,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0444 0416 1501,15,F,H,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,8100    VANALDEN                     AV,,"(34.2175, -118.5492)"
191310042,4/19/2019,4/30/2017,1200,13,Newton,1333,354,THEFT OF IDENTITY,0928 0100 1822,42,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1000 E  28TH                         ST,,"(34.0175, -118.2574)"
190610398,4/20/2019,6/18/2014,1200,6,Hollywood,668,354,THEFT OF IDENTITY,100,15,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1300 N  WESTERN                      AV,,"(34.0944, -118.3125)"
191509719,4/20/2019,4/19/2014,1955,15,N Hollywood,1521,624,BATTERY - SIMPLE ASSAULT,416,42,M,W,247,CAR WASH,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,13300    SHERMAN                      WY,,"(34.2012, -118.4225)"
191008791,4/22/2019,11/2/2013,5,10,West Valley,1019,354,THEFT OF IDENTITY,0377 1822,0,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,7400    HASKELL                      AV,,"(34.2049, -118.4749)"
190210467,4/22/2019,2/1/2015,1200,2,Rampart,271,354,THEFT OF IDENTITY,929,56,F,K,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,900 S  CARONDELET                   ST,,"(34.0553, -118.283)"
191212029,4/22/2019,8/1/2015,1200,12,77th Street,1215,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1259 0522 0515 0913,10,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,815,,,1000 W  53RD                         ST,,"(33.9941, -118.2915)"
191310160,4/22/2019,7/20/2015,1200,13,Newton,1364,121,"RAPE, FORCIBLE",527,6,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1100 E  52ND                         ST,,"(33.996, -118.2565)"
191310216,4/22/2019,3/20/2015,1100,13,Newton,1352,354,THEFT OF IDENTITY,0928 1822 0100,19,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,200 E  43RD                         ST,,"(34.0057, -118.2715)"
191709150,4/22/2019,1/1/2016,1200,17,Devonshire,1707,813,CHILD ANNOYING (17YRS & UNDER),1259 0522 1251,11,F,H,720,JUNIOR HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,813,,,,12300    BRADFORD                     PL,,"(34.2942, -118.5118)"
190210096,4/22/2019,5/26/2017,800,2,Rampart,291,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0913 1803 0601 1802 0929 0935,-1,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,,1400    MALVERN                      AV,,"(34.045, -118.2818)"
190808828,4/22/2019,6/17/2017,1,8,West LA,822,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1236 0421 2040 1309 0432 1817,50,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,500    WYNOLA                       ST,,"(34.0422, -118.536)"
191810760,4/22/2019,3/1/2017,800,18,Southeast,1846,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0448 0536,6,M,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,,,,11300    ZAMORA                       AV,,"(33.932, -118.251)"
191909292,4/22/2019,5/1/2017,1200,19,Mission,1998,625,OTHER ASSAULT,0355 2021,46,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625,,,,7900    RANCHITO                     AV,,"(34.2153, -118.4409)"
192108981,4/22/2019,1/1/2017,1200,21,Topanga,2159,354,THEFT OF IDENTITY,1822,37,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,19700    CORBIN                       LN,,"(34.188, -118.5662)"
190610466,4/22/2019,11/13/2010,800,6,Hollywood,644,354,THEFT OF IDENTITY,1822 0928,40,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,649,,,1300 N  DETROIT                      ST,,"(34.0944, -118.3452)"
191008792,4/22/2019,1/1/2010,5,10,West Valley,1019,354,THEFT OF IDENTITY,0377 1822 0928,29,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,7400    HASKELL                      AV,,"(34.2049, -118.4749)"
191709085,4/22/2019,1/1/2010,1200,17,Devonshire,1783,354,THEFT OF IDENTITY,1822,21,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,9000    VANALDEN                     AV,,"(34.2341, -118.5493)"
192109398,4/23/2019,1/1/2013,900,21,Topanga,2105,354,THEFT OF IDENTITY,1822 0928,42,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,WOODLAND HILLS,WOODLAND HILLS,"(34.2239, -118.6017)"
191810826,4/23/2019,4/23/2014,1715,18,Southeast,1802,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0319,29,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,8600 S  FIGUEROA                     ST,,"(33.9601, -118.2827)"
191608228,4/23/2019,1/1/2015,1200,16,Foothill,1619,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0556 1258 0522,8,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,11500    SHELLY VISTA                 DR,,"(34.277, -118.2945)"
190909674,4/23/2019,12/10/2017,1300,9,Van Nuys,926,354,THEFT OF IDENTITY,0930 1822,23,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,14400    KITTRIDGE                    ST,,"(34.1907, -118.4465)"
191008798,4/23/2019,4/22/2017,2350,10,West Valley,1024,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $400 & UNDER",0344 1402,-1,M,W,301,GAS STATION,,,IC,Invest Cont,951,998,,,6800    RESEDA                       BL,,"(34.1958, -118.5399)"
190610499,4/23/2019,12/20/2010,800,6,Hollywood,622,354,THEFT OF IDENTITY,0930 1822,36,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1900    MOUNT OLYMPUS                DR,,"(34.1065, -118.3657)"
192109076,4/24/2019,1/1/2013,1500,21,Topanga,2157,122,"RAPE, ATTEMPTED",,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,,,,20700    VANOWEN                      ST,,"(34.1938, -118.5839)"
191709183,4/24/2019,1/1/2015,800,17,Devonshire,1747,354,THEFT OF IDENTITY,1822 0930,42,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,16800    HIAWATHA                     ST,,"(34.2594, -118.4979)"
191909406,4/24/2019,1/1/2016,600,19,Mission,1905,354,THEFT OF IDENTITY,1822,22,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,13700    BERG                         ST,,"(34.3154, -118.4331)"
191909459,4/24/2019,12/12/2016,700,19,Mission,1925,649,DOCUMENT FORGERY / STOLEN FELONY,1822,51,F,H,101,STREET,,,IC,Invest Cont,649,,,,12500    SAN FERNANDO                 RD,,"(34.2968, -118.4553)"
191909365,4/24/2019,2/4/2017,800,19,Mission,1998,649,DOCUMENT FORGERY / STOLEN FELONY,935,35,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,7800    BROADLEAF                    AV,,"(34.2124, -118.4377)"
191212241,4/25/2019,7/16/2013,1200,12,77th Street,1265,354,THEFT OF IDENTITY,0100 1822,26,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1300 W  84TH                         ST,,"(33.9625, -118.2985)"
191909519,4/25/2019,1/1/2015,1200,19,Mission,1901,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444,43,F,A,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,16100    FILBERT                      ST,,"(34.3222, -118.4839)"
192109144,4/25/2019,11/13/2015,1200,21,Topanga,2158,354,THEFT OF IDENTITY,1822,45,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6300    DE SOTO                      AV,,"(34.1847, -118.5888)"
191109523,4/25/2019,1/15/2016,1100,11,Northeast,1139,662,"BUNCO, GRAND THEFT",0701 1817 1202,55,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,300 S  AVENUE 63,,"(34.1127, -118.1842)"
190112069,4/25/2019,11/1/2017,1000,1,Central,185,649,DOCUMENT FORGERY / STOLEN FELONY,0924 1803,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,649,,,,1000    SANTEE                       ST,,"(34.0389, -118.255)"
190112202,4/25/2019,12/21/2017,800,1,Central,163,649,DOCUMENT FORGERY / STOLEN FELONY,1817,41,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,649,,,,100 W  9TH                          ST,,"(34.0438, -118.2547)"
190409039,4/25/2019,7/1/2017,2300,4,Hollenbeck,451,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,,,,1200    GABRIEL GARCIA MARQUEZ       ST,,"(34.051, -118.227)"
190508993,4/25/2019,6/15/2017,1200,5,Harbor,521,354,THEFT OF IDENTITY,0928 1822,50,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,27900 S  WESTERN                      AV,,"(33.7663, -118.3106)"
190610605,4/25/2019,12/9/2017,130,6,Hollywood,645,121,"RAPE, FORCIBLE",,-1,M,X,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,6800 W  SUNSET                       BL,,"(34.098, -118.3387)"
190610629,4/25/2019,5/15/2017,1600,6,Hollywood,638,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1800    GARFIELD                     PL,,"(34.1036, -118.3107)"
191008941,4/25/2019,4/15/2017,1200,10,West Valley,1011,649,DOCUMENT FORGERY / STOLEN FELONY,0100 0923 1822,49,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,7300    SYLVIA                       AV,,"(34.203, -118.5524)"
191109781,4/26/2019,5/27/2013,1330,11,Northeast,1161,121,"RAPE, FORCIBLE",0516 0526 0527 0602 1251 1258 1259 0360,10,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,1200 N  EDGEMONT                     ST,,"(34.0931, -118.2983)"
191510092,4/26/2019,10/1/2014,900,15,N Hollywood,1535,354,THEFT OF IDENTITY,1822,46,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11400    TIARA                        ST,,"(34.1785, -118.379)"
191810916,4/26/2019,4/26/2014,645,18,Southeast,1841,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,52,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740,,,,10700 S  VERMONT                      AV,,"(33.9391, -118.2916)"
191810969,4/26/2019,4/26/2014,1,18,Southeast,1827,310,BURGLARY,344,42,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,10100    BEACH                        ST,,"(33.9449, -118.2415)"
191009156,4/26/2019,4/1/2015,1200,10,West Valley,1063,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),400,12,F,H,704,ELEMENTARY SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,18700    LINNET                       ST,,"(34.1672, -118.5411)"
191510094,4/26/2019,4/1/2015,800,15,N Hollywood,1523,354,THEFT OF IDENTITY,1822,71,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6500    BEEMAN                       AV,,"(34.189, -118.4072)"
190809054,4/26/2019,1/8/2016,1200,8,West LA,822,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0930 1803,-2,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,668,,,,17300 W  SUNSET                       BL,,"(34.0419, -118.554)"
191109560,4/26/2019,4/14/2016,1000,11,Northeast,1134,354,THEFT OF IDENTITY,0928 1822,20,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3400    BUSHWICK                     ST,,"(34.1162, -118.2376)"
191709235,4/26/2019,1/1/2016,1200,17,Devonshire,1772,649,DOCUMENT FORGERY / STOLEN FELONY,0601 0923 0928 1822,37,M,H,602,BANK,,,IC,Invest Cont,649,,,,19800    PRAIRIE                      ST,,"(34.2392, -118.5646)"
191212334,4/26/2019,1/1/2017,1,12,77th Street,1245,354,THEFT OF IDENTITY,0100 0917 1822,40,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1000 W  68TH                         ST,,"(33.9779, -118.2918)"
190909972,4/26/2019,1/1/2010,1500,9,Van Nuys,915,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1258 0558 0515,8,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,810,812,,,7000    LENNOX                       AV,,"(34.1976, -118.4455)"
190909988,4/27/2019,4/27/2014,100,9,Van Nuys,963,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2034,28,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,15200    MAGNOLIA                     BL,,"(34.1649, -118.464)"
190809034,4/27/2019,6/1/2016,1,8,West LA,805,354,THEFT OF IDENTITY,1202 0100 1822,57,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2300    BUCKINGHAM                   CT,,"(34.1126, -118.4772)"
191510079,4/27/2019,4/26/2016,1200,15,N Hollywood,1505,760,LEWD/LASCIVIOUS ACTS WITH CHILD,0522 0913 1402 1258 0360 0515 0400,6,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,760,998,,,7200    CAMELLIA                     AV,,"(34.2012, -118.3823)"
191709353,4/27/2019,7/28/2016,1,17,Devonshire,1777,649,DOCUMENT FORGERY / STOLEN FELONY,1822 1501,59,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,16400    GLEDHILL                     ST,,"(34.242, -118.4894)"
190409110,4/27/2019,1/1/2017,1,4,Hollenbeck,479,354,THEFT OF IDENTITY,100,28,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3500 E  7TH                          ST,,"(34.0246, -118.1998)"
190409169,4/28/2019,9/1/2014,1200,4,Hollenbeck,413,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),522,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,100 E  AVENUE 33,,"(34.083, -118.2137)"
190210468,4/28/2019,2/14/2016,1500,2,Rampart,237,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0448 1258 0305 0519 0522 0532 0545 0443 0913,8,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,821,,,200 S  TOLUCA                       ST,,"(34.0609, -118.2586)"
190311787,4/28/2019,10/23/2017,1400,3,Southwest,396,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0913,34,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,900 W  VERNON                       AV,,"(34.0073, -118.2894)"
191510158,4/28/2019,9/1/2017,2230,15,N Hollywood,1502,354,THEFT OF IDENTITY,0100 1822,59,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12700    COHASSET                     ST,,"(34.2074, -118.4098)"
190313345,4/29/2019,8/25/2014,700,3,Southwest,358,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0500 0515,-4,M,X,719,MEDICAL/DENTAL OFFICES,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,34TH                         ST,WATT                         WY,"(34.0235, -118.2858)"
190610821,4/29/2019,1/15/2016,1400,6,Hollywood,646,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,WILCOX                       AV,HOLLYWOOD                    AV,"(34.1016, -118.331)"
190809114,4/29/2019,1/1/2016,700,8,West LA,853,649,DOCUMENT FORGERY / STOLEN FELONY,0100 0361,49,M,W,726,POLICE FACILITY,,,IC,Invest Cont,649,,,,1600    BUTLER                       AV,,"(34.0456, -118.4519)"
190910082,4/29/2019,4/29/2016,1200,9,Van Nuys,919,354,THEFT OF IDENTITY,1822,65,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6600    FULTON                       AV,,"(34.1951, -118.4275)"
191909642,4/29/2019,4/1/2016,600,19,Mission,1998,354,THEFT OF IDENTITY,1822,45,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7900    RANCHITO                     AV,,"(34.2153, -118.4409)"
190409186,4/29/2019,4/26/2017,1200,4,Hollenbeck,427,649,DOCUMENT FORGERY / STOLEN FELONY,100,35,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,3300    FITHIAN                      AV,,"(34.0836, -118.18)"
191009069,4/29/2019,4/28/2017,1530,10,West Valley,1008,624,BATTERY - SIMPLE ASSAULT,0416 0400,45,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,16800    ROSCOE                       BL,,"(34.221, -118.4989)"
191009074,4/29/2019,1/1/2017,1,10,West Valley,1025,354,THEFT OF IDENTITY,1822 0377,48,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,18300    VANOWEN                      ST,,"(34.1975, -118.5273)"
191310603,4/29/2019,4/29/2017,2200,13,Newton,1371,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0446 1820 0302 0334 0416 0421 0432 0913,49,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230,,,,200 W  52ND                         PL,,"(33.9947, -118.2761)"
191709403,4/29/2019,5/1/2017,1,17,Devonshire,1701,354,THEFT OF IDENTITY,1822 0928 0120,52,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,20300    VIA BOTTICELLI,,"(34.2979, -118.5765)"
190311991,4/30/2019,1/1/2013,800,3,Southwest,397,121,"RAPE, FORCIBLE",1251 1258 0527 0360 2033,9,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,1100 W  42ND                         ST,,"(34.0073, -118.2941)"
191909708,4/30/2019,1/1/2014,1200,19,Mission,1902,121,"RAPE, FORCIBLE",1817 0527 0515 0522 0506 0526 1258 0556,13,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,13600    DRONFIELD                    AV,,"(34.319, -118.4517)"
191212611,4/30/2019,1/1/2017,1200,12,77th Street,1243,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1259 1814 0527 0533,15,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,810,,,,2000 W  FLORENCE                     AV,,"(33.979, -118.3112)"
191411598,4/30/2019,7/8/2017,800,14,Pacific,1467,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",1902,42,M,I,203,OTHER BUSINESS,,,IC,Invest Cont,653,,,,6100    CENTER                       DR,,"(33.9769, -118.3912)"
191608502,4/30/2019,12/7/2017,1700,16,Foothill,1699,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,21,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,7600    GREG                         AV,,"(34.2095, -118.3519)"
190910155,5/1/2019,11/16/2015,1200,9,Van Nuys,916,649,DOCUMENT FORGERY / STOLEN FELONY,377,75,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,6900    MATILIJA                     AV,,"(34.1958, -118.4334)"
191212737,5/1/2019,4/1/2015,5,12,77th Street,1253,354,THEFT OF IDENTITY,0930 1822 0100,24,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2000 W  73RD                         ST,,"(33.9737, -118.3134)"
190409300,5/1/2019,3/20/2016,2338,4,Hollenbeck,452,813,CHILD ANNOYING (17YRS & UNDER),1259 0360 0500,14,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,813,,,,1500    PLEASANT                     AV,,"(34.0497, -118.2216)"
190610994,5/1/2019,1/1/2016,1200,6,Hollywood,678,354,THEFT OF IDENTITY,377,60,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1000 N  SERRANO                      AV,,"(34.0885, -118.3064)"
190610993,5/1/2019,4/30/2017,1700,6,Hollywood,644,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),344,28,F,B,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,331,,,,1400 N  FULLER                       AV,,"(34.0962, -118.3496)"
191109852,5/1/2019,9/1/2017,1,11,Northeast,1139,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",533,16,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,810,,,,300    SHULTS                       ST,,"(34.1079, -118.1877)"
191909735,5/1/2019,9/18/2017,800,19,Mission,1925,354,THEFT OF IDENTITY,377,51,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,14200    AZTEC                        ST,,"(34.2949, -118.4463)"
191910051,5/1/2019,3/28/2017,1200,19,Mission,1924,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1257 1817 0522 0552,4,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,14900    ASTORIA                      ST,,"(34.2926, -118.4597)"
