APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Property on Map,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
2602009040,09/21/2018,Single Family,12861 N WINTHROP AVE,LOS ANGELES,CA,91344,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"12861 N WINTHROP AVE
LOS ANGELES, CA 91344
(34.304168, -118.50783)",19329,50,1406,,2,78
5040003007,01/23/2018,Multi-Family,1361 W 35TH ST,LOS ANGELES,CA,90007,8,Shellpoint Mortgage Servicing,Grace Wesson,877-338-3791,"Cyprexx Services, LLC",Code Compliance,41951   Remington AVE 150 Temecula CA 92590,877-339-8202,"1361 W 35TH ST
LOS ANGELES, CA 90007
(34.024598, -118.299249)",22724,691,916,7,14,32
2611036036,01/08/2018,Single Family,15028 W CRESTKNOLL DR,LOS ANGELES,CA,91342,7,RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"15028 W CRESTKNOLL DR
LOS ANGELES, CA 91342
(34.287556, -118.459881)",18912,58,244,,1,47
6031025018,01/22/2018,Single Family,123 W 81ST ST,LOS ANGELES,CA,90003,9,JB NUTTER & COMPANY,CINDY COMBS,816-531-5642,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"123 W 81ST ST
LOS ANGELES, CA 90003
(33.965954, -118.274763)",22352,794,1002,7,13,46
2617012009,06/01/2018,Single Family,14308 W SAN JOSE ST,LOS ANGELES,CA,91345,7,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"14308 W SAN JOSE ST
LOS ANGELES, CA 91345
(34.263675, -118.44509)",19330,72,303,,1,4
5106019009,01/30/2018,Multi-Family,1592 1/2 B E 48TH PL,LOS ANGELES,CA,90011,9,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Apex Construction Services,Kuhn Mat,3600   Ocean Ranch BLVD  Oceanside CA 92056,760-634-6589,"1592 1/2 B E 48TH PL
LOS ANGELES, CA 90011
(33.999356, -118.245655)",22727,720,982,7,13,51
2669025015,01/09/2018,Single Family,15814 W SEPTO ST,LOS ANGELES,CA,91343,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"15814 W SEPTO ST
LOS ANGELES, CA 91343
(34.251026, -118.476873)",18914,76,251,,2,88
2620006017,01/17/2018,Single Family,10622 N TAMARACK AVE,LOS ANGELES,CA,91331,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"10622 N TAMARACK AVE
LOS ANGELES, CA 91331
(34.263049, -118.423321)",18907,29,409,,1,11
2532010072,01/01/2018,Single Family,12345 W STONEGATE RD,LOS ANGELES,CA,91331,7,Wilmington Trust N.A. C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"12345 W STONEGATE RD
LOS ANGELES, CA 91331
(34.280098, -118.402212)",18907,17,248,,1,11
2668012005,01/02/2018,Single Family,10522 N DEMPSEY AVE,LOS ANGELES,CA,91344,12,OCWEN FINANCIAL CORPORATION,PROPERTY REGISTRATION,319-236-5249,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"10522 N DEMPSEY AVE
LOS ANGELES, CA 91344
(34.261772, -118.477166)",19329,75,394,,2,79
7420020021,01/12/2018,Multi-Family,1131 N MARINE AVE,WILMINGTON,CA,90744,15,"Trinity Financial Services, LLC",Don Madden III,855-818-6806,"Trinity Financial Services, LLC",Don Madden III,2618   San Miguel DR 303 Newport Beach CA 92660,855-818-6806,"1131 N MARINE AVE
WILMINGTON, CA 90744
(33.785659, -118.264192)",3350,960,1200,,15,15
4405036035,01/22/2018,Single Family,12432 W SUNSET BLVD,LOS ANGELES,CA,90049,11,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"12432 W SUNSET BLVD
LOS ANGELES, CA 90049
(34.057727, -118.481651)",23680,832,752,,10,
2613018029,08/31/2018,Single Family,11442 N LAUREL CANYON BLVD,LOS ANGELES,CA,91340,7,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"11442 N LAUREL CANYON BLVD
LOS ANGELES, CA 91340
(34.277906, -118.452466)",18910,71,1405,,1,4
2627022013,01/12/2018,Single Family,13218 W REEDLEY ST,LOS ANGELES,CA,91331,6,Flagstar Bank,Grace Wesson,877-338-3791,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,"13218 W REEDLEY ST
LOS ANGELES, CA 91331
(34.227492, -118.420357)",18907,128,1072,,3,41
6065027040,01/08/2018,Single Family,10363 S HOLMES AVE,LOS ANGELES,CA,90002,15,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"10363 S HOLMES AVE
LOS ANGELES, CA 90002
(33.941855, -118.241247)",22351,822,866,7,15,40
2534026023,01/11/2018,Multi-Family,11155 N HERRICK AVE,PACOIMA,CA,91331,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"11155 N HERRICK AVE
PACOIMA, CA 91331
(34.272513, -118.416253)",18907,24,369,,1,11
4236001006,01/10/2018,Single Family,1171 E NELROSE AVE,LOS ANGELES,CA,90291,11,Mr. Cooper,Paula Acosta,800-468-1743,Assurant Field Services,Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728,512-833-8101,"1171 E NELROSE AVE
LOS ANGELES, CA 90291
(33.99386, -118.450982)",25073,912,1394,10,10,30
4366015056,01/11/2018,Single Family,11285 W MONTANA AVE,LOS ANGELES,CA,90049,5,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"11285 W MONTANA AVE
LOS ANGELES, CA 90049
(34.067496, -118.46091)",23680,853,763,9,6,72
2284018010,01/11/2018,Single Family,16221 W ELISA PL,LOS ANGELES,CA,91436,5,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"16221 W ELISA PL
LOS ANGELES, CA 91436
(34.149364, -118.486689)",19737,327,1500,,6,62
2701049042,01/01/2018,Single Family,11353 N FERRARA LANE,LOS ANGELES,CA,91326,12,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"11353 N FERRARA LANE
LOS ANGELES, CA 91326
(34.277873, -118.581299)",18905,66,909,14,2,48
2695017015,07/09/2018,Single Family,10329 N WISH AVE,LOS ANGELES,CA,91344,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,"10329 N WISH AVE
LOS ANGELES, CA 91344
(34.258538, -118.50774)",19329,83,1416,,2,79
5036004004,01/11/2018,Single Family,1426 W 38TH ST,LOS ANGELES,CA,90062,8,Nationstar Mortgage,Code Violations,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"1426 W 38TH ST
LOS ANGELES, CA 90062
(34.017336, -118.303964)",24027,730,1012,7,14,32
2266013054,02/08/2018,Single Family,14121 W DICKENS ST,LOS ANGELES,CA,91423,4,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,800-852-8306,"14121 W DICKENS ST
LOS ANGELES, CA 91423
(34.148293, -118.440991)",19736,334,682,,7,83
7346001042,01/16/2018,Multi-Family,1331 W 218TH ST,TORRANCE,CA,90501,15,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Apex Construction Services,Kuhn Mat,3600   Ocean Ranch BLVD  Oceanside CA 92056,760-634-6589,"1331 W 218TH ST
TORRANCE, CA 90501
(33.830315, -118.300751)",25715,945,1320,,15,55
2220008009,01/22/2018,Single Family,15140 W VOSE ST,VAN NUYS,CA,91405,6,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"15140 W VOSE ST
VAN NUYS, CA 91405
(34.198451, -118.463197)",19733,230,287,,3,18
2728031005,05/04/2018,Single Family,10429 N AMBERWOOD LANE,LOS ANGELES,CA,91326,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"10429 N AMBERWOOD LANE
LOS ANGELES, CA 91326
(34.260485, -118.544103)",18905,80,1226,,2,77
6031024003,06/03/2018,Single Family,150 W 79TH ST,LOS ANGELES,CA,90003,9,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"150 W 79TH ST
LOS ANGELES, CA 90003
(33.967889, -118.275644)",22352,793,1002,7,13,46
5476012016,01/11/2018,Single Family,1526 N AVENUE 50,LOS ANGELES,CA,90042,14,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"1526 N AVENUE 50
LOS ANGELES, CA 90042
(34.123873, -118.206224)",23673,366,1435,,9,93
6019010015,01/18/2018,Single Family,1205 W 73RD ST,LOS ANGELES,CA,90044,8,Fannie Mae - Care of Pemco-Limited,Andrew Dobson,720-509-3243,Sebastian Stofenmacher,SEBASTIAN STOFENMACHER,4344   FOUNTAIN AVE  LOS ANGELES CA 90029,818-464-5113,"1205 W 73RD ST
LOS ANGELES, CA 90044
(33.973661, -118.296473)",23675,777,1161,7,14,20
2618018003,01/12/2018,Multi-Family,10489 N LAUREL CANYON BLVD,LOS ANGELES,CA,91331,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"10489 N LAUREL CANYON BLVD
LOS ANGELES, CA 91331
(34.260855, -118.434317)",18907,26,505,,1,11
5111023020,09/30/2018,Multi-Family,145 1/2 W 41ST ST,LOS ANGELES,CA,90037,9,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"145 1/2 W 41ST ST
LOS ANGELES, CA 90037
(34.009117, -118.275093)",23668,736,978,7,13,
6088023035,07/05/2018,Single Family,11853 S HOOVER ST,LOS ANGELES,CA,90044,15,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"11853 S HOOVER ST
LOS ANGELES, CA 90044
(33.925027, -118.286961)",23675,815,735,7,15,53
5074025012,01/10/2018,Multi-Family,1661 S ROOSEVELT AVE,LOS ANGELES,CA,90006,10,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"1661 S ROOSEVELT AVE
LOS ANGELES, CA 90006
(34.043196, -118.301798)",22723,672,906,,12,19
2666020019,01/22/2018,Single Family,16015 W SAN FERNANDO MISSION BLVD,LOS ANGELES,CA,91344,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"16015 W SAN FERNANDO MISSION BLVD
LOS ANGELES, CA 91344
(34.271888, -118.480988)",19329,69,388,,2,78
4305013003,03/30/2018,Single Family,1482 S CREST DR,LOS ANGELES,CA,90035,5,Bank of New York,Alexa Urcuyo,954-590-7161,Superior Field Services,Moti Shoham,5525   Morella AVE  Valley Village CA 91607,813-424-4732,"1482 S CREST DR
LOS ANGELES, CA 90035
(34.052864, -118.387455)",23666,644,819,,6,95
2369033013,01/30/2018,Single Family,11685 W PICTURESQUE DR,LOS ANGELES,CA,91604,2,Brougham Fund,Registration Department,814-827-4661,BSI Financial,registrations dept,5716   Corsa AVE  Westlake Village CA 91362,814-827-4661,"11685 W PICTURESQUE DR
LOS ANGELES, CA 91604
(34.140021, -118.386823)",8492,351,1353,,5,84
2662024003,03/20/2018,Single Family,15745 W CHATSWORTH ST,LOS ANGELES,CA,91344,12,Cenlar FSB,ATHENA SANTOS,720-945-5431,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"15745 W CHATSWORTH ST
LOS ANGELES, CA 91344
(34.264603, -118.475413)",19329,75,394,,2,79
2601051027,01/12/2018,Single Family,11930 N NUGENT DR,LOS ANGELES,CA,91344,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"11930 N NUGENT DR
LOS ANGELES, CA 91344
(34.287588, -118.516009)",19329,54,1407,,2,78
5020007020,05/25/2018,Multi-Family,1355 W VERNON AVE,LOS ANGELES,CA,90037,9,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,"1355 W VERNON AVE
LOS ANGELES, CA 90037
(34.003701, -118.299426)",23668,733,1154,7,13,2
5081023015,09/05/2018,Single Family,1225 S WILTON PL,LOS ANGELES,CA,90019,10,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"1225 S WILTON PL
LOS ANGELES, CA 90019
(34.048364, -118.314485)",23080,616,823,,12,52
2356031015,01/23/2018,Single Family,12415 W RIVERSIDE DR,LOS ANGELES,CA,91607,2,Shellpoint Mortgage Servicing,Grace Wesson,877-338-3791,"Cyprexx Services, LLC",Code Compliance,41951   Remington AVE 150 Temecula CA 92590,877-339-8202,"12415 W RIVERSIDE DR
LOS ANGELES, CA 91607
(34.157627, -118.403784)",8890,191,1332,17,5,39
2536006025,01/24/2018,Single Family,11061 N DE HAVEN AVE,LOS ANGELES,CA,91331,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,"11061 N DE HAVEN AVE
LOS ANGELES, CA 91331
(34.271137, -118.410437)",18907,31,1369,,1,11
2601075070,07/17/2018,Single Family,12334 N LONGACRE AVE,LOS ANGELES,CA,91344,12,SEACOAST BANK,RICH FIKE,847-550-7497,Safeguard Properties INS,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"12334 N LONGACRE AVE
LOS ANGELES, CA 91344
(34.293126, -118.534385)",19329,54,1410,,2,78
6035027016,07/17/2018,Single Family,2055 W 85TH ST,LOS ANGELES,CA,90047,8,Flagstar BANK,Eric Moore,877-338-3791,BRON Inc.,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,877-338-3791,"2055 W 85TH ST
LOS ANGELES, CA 90047
(33.960902, -118.315269)",23678,780,1073,7,14,20
2582007037,01/01/2018,Single Family,13849 W KINBROOK ST,LOS ANGELES,CA,91342,7,"The Bank of New York Mellon, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"13849 W KINBROOK ST
LOS ANGELES, CA 91342
(34.32571, -118.435701)",18912,37,1279,,1,47
6019007044,01/04/2018,Single Family,1245 W 77TH ST,LOS ANGELES,CA,90044,8,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,"1245 W 77TH ST
LOS ANGELES, CA 90044
(33.970217, -118.297775)",23675,777,1161,7,14,20
2377007016,06/19/2018,Single Family,11516 W LAURELCREST DR,LOS ANGELES,CA,91604,2,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,801-461-8200,"11516 W LAURELCREST DR
LOS ANGELES, CA 91604
(34.136608, -118.383721)",8492,351,712,,5,84
2209030016,01/30/2018,Single Family,15132 W MARSON ST,LOS ANGELES,CA,91402,6,West Coast Servicing Inc.,Lissy Lex,866-574-2001,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"15132 W MARSON ST
LOS ANGELES, CA 91402
(34.215391, -118.463017)",19730,141,424,,3,59
2615027052,09/05/2018,Single Family,10841 N SHARP AVE,LOS ANGELES,CA,91345,7,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,801-461-8200,"10841 N SHARP AVE
LOS ANGELES, CA 91345
(34.266856, -118.446041)",19330,70,380,,1,4
5518019019,01/09/2018,Single Family,153 N CATALINA ST,LOS ANGELES,CA,90004,13,Mr. Cooper,Paula Acosta,800-468-1743,AFS c/o PRIORITY 1 PROPERTY PRESERVATION INC - SOUTH,Bill Kleiser,2780   DOVE TAIL TR  San Marcos CA 92078,800-468-1743,"153 N CATALINA ST
LOS ANGELES, CA 90004
(34.074233, -118.295437)",22721,582,936,16,8,89
7415030004,01/04/2018,Single Family,1018 N KING AVE,LOS ANGELES,CA,90744,15,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"1018 N KING AVE
LOS ANGELES, CA 90744
(33.782799, -118.27574)",3350,956,1201,,15,15
5087012024,01/04/2018,Single Family,1044 S LA JOLLA AVE,LOS ANGELES,CA,90035,5,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,800-852-8306,"1044 S LA JOLLA AVE
LOS ANGELES, CA 90035
(34.057683, -118.372073)",23666,642,829,,6,23
5117009013,01/08/2018,Multi-Family,1620 1/2 E 33RD ST,LOS ANGELES,CA,90011,9,Nationstar Mortgage LLC,Code Compliance,888-480-2432,Safeguard Properties,Code Compliance Safeguard Properties,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,"1620 1/2 E 33RD ST
LOS ANGELES, CA 90011
(34.011133, -118.245607)",22727,709,1120,7,13,6
2525024049,08/13/2018,Single Family,12761 W NEWTON ST,LOS ANGELES,CA,91342,7,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,"12761 W NEWTON ST
LOS ANGELES, CA 91342
(34.301547, -118.411413)",18912,40,890,,1,47
2315020034,05/24/2018,Single Family,11237 W VALERIO ST,LOS ANGELES,CA,91352,2,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"11237 W VALERIO ST
LOS ANGELES, CA 91352
(34.204827, -118.376019)",19335,170,1298,,5,21
5106012006,08/30/2018,Single Family,1554 E 45TH ST,LOS ANGELES,CA,90011,9,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,"1554 E 45TH ST
LOS ANGELES, CA 90011
(34.002675, -118.246434)",22727,720,982,7,13,51
2623027015,01/10/2018,Single Family,12907 W SUNBURST ST,LOS ANGELES,CA,91331,7,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"12907 W SUNBURST ST
LOS ANGELES, CA 91331
(34.252205, -118.414016)",18907,34,255,,1,11
6051010005,01/16/2018,Single Family,1137 E 104TH ST,LOS ANGELES,CA,90002,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"1137 E 104TH ST
LOS ANGELES, CA 90002
(33.941883, -118.255217)",22351,806,360,7,14,45
7415003006,01/12/2018,Single Family,1110 W MAURETANIA ST,LOS ANGELES,CA,90744,15,Trinity c/o Ocwen Loan Servicing LLC,Judy Credit,800-746-2936,"Trinity Financial Services, LLC",Don Madden III,2618   San Miguel DR 303 Newport Beach CA 92660,855-818-6806,"1110 W MAURETANIA ST
LOS ANGELES, CA 90744
(33.789491, -118.276782)",3350,956,1201,,15,15
2404016010,01/02/2018,Single Family,10339 W ROSCOE BLVD,LOS ANGELES,CA,91352,2,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"10339 W ROSCOE BLVD
LOS ANGELES, CA 91352
(34.222396, -118.356147)",19335,7,425,,5,21
2619008007,01/25/2018,Single Family,13816 W DAVENTRY ST,LOS ANGELES,CA,91331,7,"HomeBridge Financial Services, Inc.",Russell Allen,678-385-1616,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"13816 W DAVENTRY ST
LOS ANGELES, CA 91331
(34.266765, -118.433278)",18907,25,505,,1,11
2224004052,01/05/2018,Single Family,15930 W SHERMAN WAY,VAN NUYS,CA,91406,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"15930 W SHERMAN WAY
VAN NUYS, CA 91406
(34.201116, -118.479934)",19734,221,294,,3,61
5074009008,01/16/2018,Multi-Family,1563 S HARVARD BLVD,LOS ANGELES,CA,90006,10,"Trinity Financial Services, LLC",Don Madden III,855-818-6806,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,"1563 S HARVARD BLVD
LOS ANGELES, CA 90006
(34.044093, -118.304147)",22723,672,1357,,12,19
2341015038,01/04/2018,Single Family,12513 W COLLINS ST,LOS ANGELES,CA,91607,2,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084,"12513 W COLLINS ST
LOS ANGELES, CA 91607
(34.173952, -118.405865)",8890,200,525,,5,70
6033017004,01/02/2018,Single Family,1046 W 81ST PL,LOS ANGELES,CA,90044,8,Fay Servicing LLC,Grace Wesson,877-338-3791,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,"1046 W 81ST PL
LOS ANGELES, CA 90044
(33.965097, -118.293506)",23675,781,1162,7,14,20
6018025014,01/04/2018,Single Family,1415 W 79TH ST,LOS ANGELES,CA,90047,8,Statebridge Company LLC,Frank Robbins,303-962-6753,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"1415 W 79TH ST
LOS ANGELES, CA 90047
(33.967301, -118.300939)",23675,777,1242,7,14,20
2582017015,02/12/2018,Single Family,13480 W LOCHRIN LANE,LOS ANGELES,CA,91342,7,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,800-852-8306,"13480 W LOCHRIN LANE
LOS ANGELES, CA 91342
(34.328432, -118.426398)",18912,38,376,,1,47
6033008002,01/25/2018,Single Family,1319 W 81ST ST,LOS ANGELES,CA,90044,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"1319 W 81ST ST
LOS ANGELES, CA 90044
(33.965741, -118.298928)",23675,781,1162,7,14,20
2671025031,01/15/2018,Single Family,15956 W VINCENNES ST,LOS ANGELES,CA,91343,12,Nationstar Mortgage,Code Violations,888-456-0714,New Beginning Properties Inc,Jose Chavez,1454   CEDAR ST  San Bernardino CA 92405,877-339-8202,"15956 W VINCENNES ST
LOS ANGELES, CA 91343
(34.241002, -118.480409)",18914,117,1096,,2,88
2602019048,07/05/2018,Single Family,12719 N DARLA AVE,LOS ANGELES,CA,91344,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,"12719 N DARLA AVE
LOS ANGELES, CA 91344
(34.301818, -118.503834)",19329,52,1406,,2,78
2507024020,05/15/2018,Single Family,14275 W AZTEC ST,LOS ANGELES,CA,91342,7,The Money Source Inc.,Default Money Source,877-272-2149,SO CAL INSPECTORS INC.,SUZANNE PHILLIPS,9525   STEWART AND GARY RD  DOWNEY CA 90241,760-591-9244,"14275 W AZTEC ST
LOS ANGELES, CA 91342
(34.296618, -118.444345)",18912,60,1225,,1,47
5474014016,01/15/2018,Single Family,1552 N HAZELWOOD AVE,LOS ANGELES,CA,90041,14,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,"1552 N HAZELWOOD AVE
LOS ANGELES, CA 90041
(34.124591, -118.214505)",23672,367,1435,,9,60
2355016028,09/13/2018,Single Family,11826 W KLING ST,LOS ANGELES,CA,91607,2,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"11826 W KLING ST
LOS ANGELES, CA 91607
(34.155809, -118.390967)",8890,344,1336,17,5,39
2530036028,01/23/2018,Single Family,11570 N BONHAM AVE,LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"11570 N BONHAM AVE
LOS ANGELES, CA 91342
(34.280539, -118.377731)",18912,19,668,,1,9
