APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Longitude,Latitude,Property on Map,Zip Codes
6039012030,1/16/2019,Single Family,522 W 92ND ST,LOS ANGELES,CA,90044,8,Celink,Daniel Stack,866-727-4303,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.28341,33.95271,POINT (-118.28340999999999 33.95271),23675
7562007007,1/16/2019,Single Family,2200 S MANTIS AVE,SAN PEDRO,CA,90732,15,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.31479,33.72604,POINT (-118.31479 33.72604),3343
5407019002,1/30/2019,Single Family,704 N GRAND AVE,LOS ANGELES,CA,90012,1,Mr. Cooper,Paula Acosta,800-468-1743,Remedy Field Services,Brandon Cole,15615   Alton PKWY 450 Irvine CA 92618,800-468-1743,-118.24325,34.06276,POINT (-118.24325 34.06276),22728
5483019005,1/17/2019,Single Family,6226 E BURWOOD AVE,LOS ANGELES,CA,90042,14,"ABS REO Trust V, NA, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,-118.18371,34.12751,POINT (-118.18371000000002 34.12751),23673
7442005012,1/3/2019,Single Family,2220 N BARDALE AVE,LOS ANGELES,CA,90731,15,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.30202,33.7658,POINT (-118.30202 33.7658),3342
2727023011,2/19/2019,Single Family,9603 N HANNA AVE,LOS ANGELES,CA,91311,12,Mr. Cooper,Paula Acosta,800-468-1743,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,-118.60787,34.24467,POINT (-118.60787 34.24467),4284
7460028011,1/3/2019,Single Family,1129 W 20TH ST,SAN PEDRO,CA,90731,15,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.30195,33.726,POINT (-118.30194999999999 33.726),3342
5564023009,1/28/2019,Single Family,8931 W HOLLY PL,LOS ANGELES,CA,90046,4,BSI Financial,Lee Sitterley,949-679-6838,BSI Financial,registrations dept,5716   Corsa AVE  Westlake Village CA 91362,800-327-7861,-118.3887,34.10963,POINT (-118.38870000000001 34.10963),23677
4384018005,1/3/2019,Single Family,9736 W YOAKUM DR,LOS ANGELES,CA,90210,5,SUPERIOR LOAN SERVICING,BARRY HARARI,818-876-0037,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.43068,34.11247,POINT (-118.43068000000001 34.11247),24346
6074023028,1/3/2019,Multi-Family,11222 S BROADWAY BLVD,LOS ANGELES,CA,90061,8,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.27829,33.93233,POINT (-118.27829 33.93233),24355
5587026039,1/7/2019,Single Family,2175 N PONET DR,LOS ANGELES,CA,90068,4,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.30946,34.11009,POINT (-118.30946 34.11009),24033
5015005019,1/16/2019,Multi-Family,1819 W 49TH ST,LOS ANGELES,CA,90062,8,Bank of America,Joan Duffy,818-285-5230,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.31195,33.99912,POINT (-118.31195 33.99912),24027
6035002002,2/5/2019,Single Family,1956 W 79TH ST,LOS ANGELES,CA,90047,8,"CALIBER HOME LOANS, INC.",CHRISTINE CAYANAN,214-874-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.31309,33.96715,POINT (-118.31309 33.96715),23678
6023018018,2/21/2019,Multi-Family,751 E 76TH PL,LOS ANGELES,CA,90001,9,"CIT BANK, N.A.",Sarah Richardson,757-955-8014,First Allegiance,Registration Department,5716   Corsa AVE 110 Westlake Village CA 91362,888-727-6303,-118.26124,33.97038,POINT (-118.26124000000002 33.97038),22350
6005009008,1/4/2019,Multi-Family,5842 1/2 BRENTWOOD ST,LOS ANGELES,CA,90003,9,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.27704,33.98861,POINT (-118.27704 33.98861),22352
6004014019,1/7/2019,Multi-Family,912 W 62ND ST,LOS ANGELES,CA,90044,9,OCWEN LOAN SERVICING,Edward Zubia,213-804-7437,Safeguard Properties - Ocwen,Code Compliance,7887   Hub PKWY  Valley View OH 44125,800-852-8306,-118.28961,33.98359,POINT (-118.28961000000001 33.98359),23675
4321014005,1/3/2019,Single Family,2018 S GLENDON AVE,LOS ANGELES,CA,90025,5,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.43268,34.04677,POINT (-118.43268 34.04677),23443
6002021031,1/14/2019,Single Family,1501 W 61ST ST,LOS ANGELES,CA,90047,8,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.30265,33.98466,POINT (-118.30264999999999 33.98466),23678
5565001017,1/1/2019,Single Family,2776 N LAUREL CANYON PL,LOS ANGELES,CA,90046,4,Bank of New York Mellon c/o Select Portfolio Servicing,N/A N/A,888-349-8964,Edward Zubia,Edward Zubia,3540   Whilshire BLVD 1109 Los Angeles CA 90010,213-804-7437,-118.37357,34.12073,POINT (-118.37357000000002 34.12073),23677
7455021039,1/2/2019,Multi-Family,285 W 6TH ST A-B,SAN PEDRO,CA,90731,15,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.28317,33.73849,POINT (-118.28317000000001 33.73849),3342
4003023020,1/21/2019,Single Family,4467 W 64TH ST,LOS ANGELES,CA,90043,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.35236,33.9818,POINT (-118.35236 33.9818),23674
6031006020,1/17/2019,Multi-Family,127 W 74TH ST,LOS ANGELES,CA,90003,9,"Pacific Union Financial, LLC",Terry Tolbert,469-804-1545,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.27492,33.97286,POINT (-118.27491999999998 33.97286),22352
5405015010,1/11/2019,Multi-Family,1322 W CALUMET AVE,LOS ANGELES,CA,90026,1,DITECH FINANCIAL LLC,PROPERTY REGISTRATION,480-333-6059,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.25442,34.06833,POINT (-118.25442 34.06833),23444
5018014004,1/30/2019,Single Family,947 W 50TH ST,LOS ANGELES,CA,90037,9,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.29076,33.99797,POINT (-118.29075999999999 33.99797),23668
7455009004,1/21/2019,Multi-Family,371 W 9TH ST,SAN PEDRO,CA,90731,15,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.28498,33.73591,POINT (-118.28498000000002 33.73591),3342
6121006027,3/6/2019,Single Family,728 W 165TH PL,LOS ANGELES,CA,90247,15,Fay Servicing,Eric Moore,877-338-3791,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,-118.28795,33.88066,POINT (-118.28795000000001 33.88066),24684
6061009008,2/21/2019,Single Family,736 W 107TH ST,LOS ANGELES,CA,90044,8,2005 Residential Trust 3-2,Jennifer Zartman,866-290-8795,Z Real Estate,Jonathan Zuckerman,510  E Foothill BLVD 208 San DImas AZ 91773,909-999-6888,-118.2883,33.93896,POINT (-118.28830000000002 33.93896),23675
5588029022,1/1/2019,Single Family,2651 N ABERDEEN AVE,LOS ANGELES,CA,90027,4,"Wilmington Trust, NA, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.28944,34.11678,POINT (-118.28944 34.11678),23445
4008024003,1/3/2019,Single Family,7012 S 6TH AVE,LOS ANGELES,CA,90043,8,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.32347,33.97599,POINT (-118.32347 33.97599),23674
6057007056,1/7/2019,Single Family,2100 W 96TH ST,LOS ANGELES,CA,90047,8,LAKEVIEW LOAN SERVICING,Cassie Justice,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.31564,33.94898,POINT (-118.31564 33.94898),23678
7442030111,1/9/2019,Single Family,2285 N STONEWOOD CT,LOS ANGELES,CA,90732,15,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.30795,33.76521,POINT (-118.30795 33.76521),3343
6041007021,1/4/2019,Single Family,157 E 91ST ST,LOS ANGELES,CA,90003,8,Celink,Daniel Stack,866-727-4303,Red A Ranch,Robert Buchanan,132  N Pine ST A San Gabriel CA 91775,626-287-4431,-118.2719,33.95389,POINT (-118.2719 33.95389),22352
5304001023,1/10/2019,Single Family,4387 N LATONA AVE,LOS ANGELES,CA,90031,1,Cenlar FSB,ATHENA SANTOS,720-945-5431,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.19901,34.09148,POINT (-118.19901 34.09148),23448
6088017009,1/2/2019,Single Family,616 W 117TH ST,LOS ANGELES,CA,90044,15,Fay Servicing,Eric Moore,877-338-3791,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,-118.28552,33.92716,POINT (-118.28552000000002 33.92716),23675
2676022003,1/9/2019,Single Family,9214 N HAYVENHURST AVE,LOS ANGELES,CA,91343,12,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.4936,34.23794,POINT (-118.4936 34.23794),18914
6066005041,1/7/2019,Single Family,10321 S GRAPE ST,LOS ANGELES,CA,90002,15,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.23701,33.94242,POINT (-118.23701000000001 33.94242),22351
5106015007,3/12/2019,Multi-Family,1588 E 47TH ST,LOS ANGELES,CA,90011,9,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.24582,34.00087,POINT (-118.24582000000001 34.00087),22727
5689027008,3/4/2019,Single Family,1530 W LINDA ROSA AVE,LOS ANGELES,CA,90041,14,"CIT BANK, N.A.",Sarah Richardson,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.19913,34.1346,POINT (-118.19913 34.1346),23672
7454012005,3/27/2019,Multi-Family,563 1/2 W 10TH ST,SAN PEDRO,CA,90731,15,M&T Bank,Eric Moore,877-338-3791,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.28922,33.73502,POINT (-118.28921999999999 33.73502),3342
6069017022,1/1/2019,Single Family,1710 E 111TH PL,LOS ANGELES,CA,90059,15,US-BANK National Association,Jessica Vanella,612-973-2749,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.24316,33.93383,POINT (-118.24316 33.93383),24354
5558021017,3/21/2019,Single Family,1713 N QUEENS CT,LOS ANGELES,CA,90069,4,Mr. Cooper LLC,Paula Acosta,800-468-1743,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,-118.37788,34.10125,POINT (-118.37788 34.10125),24034
5013007019,1/1/2019,Single Family,5136 S BRYNHURST AVE,LOS ANGELES,CA,90043,8,Deutsche Bank National Trust  co select portfolio servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.33316,33.99559,POINT (-118.33316000000002 33.99559),23674
6015007013,1/1/2019,Single Family,1512 W 65TH ST,LOS ANGELES,CA,90047,8,US-BANK National Association,Jessica Vanella,612-973-2749,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.30279,33.98052,POINT (-118.30279000000002 33.98052),23678
6020025019,1/7/2019,Multi-Family,525 W 74TH ST,LOS ANGELES,CA,90044,8,Bank of America,Gerry Checky,800-852-8306,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.28362,33.9728,POINT (-118.28362000000001 33.9728),23675
6061027003,2/1/2019,Single Family,546 W 104TH ST,LOS ANGELES,CA,90044,8,Franklin Credit Management Corp,DK Knight,201-604-1800,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.28437,33.94224,POINT (-118.28437 33.94224),23675
6003026013,1/3/2019,Single Family,1312 W 61ST ST,LOS ANGELES,CA,90044,9,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.29848,33.98404,POINT (-118.29847999999998 33.98404),23675
5585028028,1/15/2019,Single Family,6180 W TEMPLE HILL DR,LOS ANGELES,CA,90068,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.32422,34.11174,POINT (-118.32421999999998 34.11174),24033
6051003012,1/2/2019,Single Family,723 E 103RD PL,LOS ANGELES,CA,90002,8,Champion Mortgage,Tina Simmons,972-894-9993,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.26182,33.94269,POINT (-118.26181999999999 33.94269),22351
6004011004,1/8/2019,Single Family,6113 S MENLO AVE,LOS ANGELES,CA,90044,9,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.28936,33.98416,POINT (-118.28936000000002 33.98416),23675
6055019035,1/7/2019,Single Family,9636 S HARVARD BLVD,LOS ANGELES,CA,90047,8,GUILD MORTGAGE COMPANY,INGRID FOOTE,858-627-2202,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.30667,33.94748,POINT (-118.30667000000001 33.94748),23678
7458007038,1/15/2019,Single Family,956 W 10TH ST,SAN PEDRO,CA,90731,15,Cenlar FSB,Athena Santos,609-883-3900,Empress Mortgage Services,Elizabeth Trujillo,11030   Arrow Route  102 Rancho Cucamoga CA 91730,909-481-1100,-118.29794,33.73527,POINT (-118.29794 33.73527),3342
4228001010,1/8/2019,Multi-Family,1720 S ABBOT KINNEY BLVD,VENICE,CA,90291,11,"BAYVIEW LOAN SERVICING, LLC",MICHAEL LOPATA,954-590-7161,MILES PRESERVATION LLC,MR. MILES,27226   Via Industria   Temecula CA 92590,951-808-3346,-118.4619,33.98851,POINT (-118.46189999999999 33.98851),25073
6033004037,1/2/2019,Single Family,1301 W 84TH ST,LOS ANGELES,CA,90044,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.29832,33.96257,POINT (-118.29832000000002 33.96257),23675
5058012006,1/2/2019,Single Family,2448 S GRAMERCY PARK,LOS ANGELES,CA,90018,10,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.31281,34.03373,POINT (-118.31281000000001 34.03373),23079
7462005022,1/3/2019,Single Family,652 W 18TH ST,SAN PEDRO,CA,90731,15,M&T Bank,Eric Moore,877-338-3791,MSI,Property Preservation,500   Grapeview HWY  Hurst TX 76054,800-346-2432,-118.29144,33.728,POINT (-118.29144 33.728),3342
6006027004,1/3/2019,Single Family,500 E 59TH PL,LOS ANGELES,CA,90003,9,Celink,Daniel Stack,866-727-4303,Red A Ranch,Robert Buchanan,132  N Pine ST A San Gabriel CA 91775,626-287-4431,-118.26613,33.98597,POINT (-118.26613000000002 33.98597),22352
7456021056,1/1/2019,Single Family,356 W 15TH ST,SAN PEDRO,CA,90731,15,US Bank National Association C/O Select Portfolio Servicing,Select Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.28474,33.7307,POINT (-118.28474000000001 33.7307),3342
4325001146,1/10/2019,Single Family,10724 W WILSHIRE BLVD 1-157,LOS ANGELES,CA,90024,5,"Deutsche Bank, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,-118.43646,34.06049,POINT (-118.43646000000001 34.06049),23442
6067005044,3/7/2019,Multi-Family,1927 1/2 E 111TH ST,LOS ANGELES,CA,90059,15,US Bank NA as Trustee for LSF9 Master Participation Trust,Tannis Stoops,404-655-9334,WRI Property Management,Tannis Stoops,14726   Ramona AVE W8 Chino CA 91710,404-655-9334,-118.23797,33.93439,POINT (-118.23797000000002 33.93439),24354
6012009015,1/2/2019,Single Family,200 W 69TH ST,LOS ANGELES,CA,90003,9,Celink,Daniel Stack,866-727-4303,Red A Ranch,Robert Buchanan,132  N Pine ST A San Gabriel CA 91775,626-287-4431,-118.27634,33.97726,POINT (-118.27634 33.97726),22352
6088003004,1/8/2019,Single Family,626 W IMPERIAL HWY,LOS ANGELES,CA,90044,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,-118.28585,33.93083,POINT (-118.28585 33.93083),23675
4366015056,1/3/2019,Single Family,11285 W MONTANA AVE,LOS ANGELES,CA,90049,5,"Caliber Home Loans, INC",Kandyce Hughes,214-874-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.461,34.06765,POINT (-118.461 34.06765),23680
6050029011,1/1/2019,Single Family,907 E 101ST ST,LOS ANGELES,CA,90002,8,"Wilmington Trust, NA, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.25837,33.94484,POINT (-118.25836999999999 33.94484),22351
7442030170,1/2/2019,Single Family,27980 S WESTERN AVE,LOS ANGELES,CA,90732,15,"Trustee Corps, Bayview Loan Servicing",Madeline DeFranco,305-631-3760,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.31061,33.76578,POINT (-118.31060999999998 33.76578),3343
6004019004,3/29/2019,Multi-Family,6408 S HOOVER ST,LOS ANGELES,CA,90044,8,Champion Mortgage,Tina Simmons,972-894-9993,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.28688,33.98105,POINT (-118.28688 33.98105),23675
2787019003,1/14/2019,Single Family,17350 W CHASE ST,LOS ANGELES,CA,91325,12,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.51169,34.223,POINT (-118.51169 34.223),18514
6067027049,3/27/2019,Non-Residential,2275  E SANTA ANA BLVD S,LOS ANGELES,CA,90059,15,GUILD MORTGAGE,PATTI MOORE,858-492-5886,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.232445,33.934793,POINT (-118.232445 33.934793),24354
6023009009,2/11/2019,Single Family,628 E 74TH ST,LOS ANGELES,CA,90001,9,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,NFR,Andrew Hohensee,1   Home Campus ST  Des Moines IA 50328,414-214-9270,-118.26389,33.97287,POINT (-118.26389 33.97287),22350
6018013002,1/15/2019,Single Family,7406 S LA SALLE AVE,LOS ANGELES,CA,90047,8,Selene Finance - Jefferson Office,Eric Moore,877-338-3791,M&M Mortgage Co,Deborah Prado,12901  SW 132 AVE  Miami FL 33186,800-336-4890,-118.3056,33.97247,POINT (-118.3056 33.97247),23678
6033008002,1/21/2019,Single Family,1319 W 81ST ST,LOS ANGELES,CA,90044,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.29901,33.96582,POINT (-118.29901 33.96582),23675
2686012006,2/7/2019,Single Family,9535 N HAYVENHURST AVE,LOS ANGELES,CA,91343,12,"Dovenmuehle Mortgage, Inc",Victor Escobar,847-550-7300,SAFEGUARD,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.49389,34.24395,POINT (-118.49389 34.24395),18914
5564015016,1/1/2019,Single Family,2473 N CREST VIEW DR,LOS ANGELES,CA,90046,4,US BANK NA co SELECT PORTFOLIO SERVICING,SELECT Servicing,888-349-8964,Safeguard Properties,Ed Zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.39026,34.11688,POINT (-118.39026 34.11688),23677
5223009001,1/25/2019,Vacant Residential,2016 N MARIANNA AVE,LOS ANGELES,CA,90032,14,"Cardenas Three, LLC",Elizabeth Velasquez,909-315-2746,NULL,NULL,,NULL,-118.17727,34.06653,POINT (-118.17727 34.06653),23449
6002015030,2/19/2019,Single Family,1711 W 60TH ST,LOS ANGELES,CA,90047,8,Champion Mortgage,Tina Simmons,972-894-9993,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.30719,33.986,POINT (-118.30719 33.986),23678
5671011011,2/20/2019,Single Family,5243 N NORTH MAYWOOD AVE,LOS ANGELES,CA,90041,14,Mr. Cooper,Paula Acosta,800-468-1743,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,-118.21187,34.14217,POINT (-118.21187000000002 34.14217),23672
5592022021,1/10/2019,Single Family,3410 N LOWRY ROAD,LOS ANGELES,CA,90027,4,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,-118.27868,34.11478,POINT (-118.27868 34.11478),23445
5015025002,3/13/2019,Single Family,4404 S VAN NESS AVE,LOS ANGELES,CA,90062,8,"Wells Fargo Bank, NA, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,-118.31695,34.00339,POINT (-118.31695000000002 34.00339),24027
6073028004,1/11/2019,Single Family,440 E LANZIT AVE,LOS ANGELES,CA,90061,15,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.26673,33.93154,POINT (-118.26673 33.93154),24355
6057017018,1/3/2019,Single Family,1947 W 96TH ST,LOS ANGELES,CA,90047,8,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.31308,33.9492,POINT (-118.31308000000001 33.9492),23678
2761004011,2/5/2019,Single Family,19303 W CITRONIA ST,LOS ANGELES,CA,91324,12,"PS Funding, Inc.",Phillip Francis,323-741-1060,"PS Funding, Inc",Casey Corcoran,2121   Park PL  El Segundo CA 90245,323-687-6238,-118.554,34.24562,POINT (-118.55399999999999 34.24562),18513
6037026049,1/3/2019,Single Family,8921 S HOBART BLVD,LOS ANGELES,CA,90047,8,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.30802,33.95564,POINT (-118.30802 33.95564),23678
7422001011,3/21/2019,Single Family,129 E R ST,LOS ANGELES,CA,90744,15,Mr. Cooper LLC,Paula Acosta,800-468-1743,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,-118.26275,33.79764,POINT (-118.26275000000001 33.79764),3350
6020034002,1/30/2019,Single Family,452 W 77TH ST,LOS ANGELES,CA,90003,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.28233,33.96965,POINT (-118.28233 33.96965),22352
7422019028,1/1/2019,Single Family,406 E M ST,LOS ANGELES,CA,90744,15,"Wells Fargo Bank, N.A. c/o Select Portfolio Servicing",N/A N/A,888-349-8964,Edward Zubia,Edward Zubia,3540   Whilshire BLVD 1109 Los Angeles CA 90010,213-804-7437,-118.25809,33.78895,POINT (-118.25809 33.78895),3350
4302017017,1/7/2019,Single Family,8920 W CADILLAC AVE,LOS ANGELES,CA,90034,10,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,801-461-8200,-118.38547,34.04038,POINT (-118.38546999999998 34.04038),23451
7439026057,1/25/2019,Single Family,1435 W LOMITA BLVD 201-214,LOS ANGELES,CA,90710,15,PHH - LOGS,Carol Anderson,661-702-4747,REMAX,Carol Anderson,27720   Dickason Dr  Valencia Ca 91355,661-406-7568,-118.30292,33.79799,POINT (-118.30292000000001 33.79799),26327
5567023009,3/13/2019,Single Family,1930 N WEEPAH WAY,HOLLYWOOD,CA,90046,4,"Deutsche Bank, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,-118.37396,34.10713,POINT (-118.37396 34.10713),23677
