APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,,,,,,,
2219019042,9/27/2018,Single Family,14803 W VANOWEN ST,VAN NUYS,CA,91405,6,CALIFORNIA HOUSING FINANCE AGENCY,,,,,,,
2603015095,5/4/2018,Single Family,13429 N PALA AVE,LOS ANGELES,CA,91342,7,CALIBER HOME LOANS,,,,,,,
2505018045,1/11/2018,Single Family,14484 W ORO GRANDE ST,LOS ANGELES,CA,91342,7,JP Morgan Chase NA,,,,,,,
5083022023,5/25/2018,Multi-Family,1344 1/2 S TREMAINE AVE,LOS ANGELES,CA,90019,10,"Ocwen Loan Servicing, LLC",,,,,,,
2533023010,8/20/2018,Single Family,11619 N BORDEN AVE,LOS ANGELES,CA,91331,7,Champion Mortgage,,,,,,,
5423011022,1/12/2018,Multi-Family,1662 N WATERLOO ST,LOS ANGELES,CA,90026,13,Wells Fargo Bank N.A.,,,,,,,
2559013005,8/28/2018,Single Family,10327 N MT GLEASON AVE,LOS ANGELES,CA,91040,7,"Nationstar Mortgage, dba Mr. Cooper",,,,,,,
2684015005,1/30/2018,Single Family,10529 N HAYVENHURST AVE,LOS ANGELES,CA,91344,12,West Coast Servicing Inc.,,,,,,,
2601038050,1/17/2018,Single Family,11553 N YARMOUTH AVE,LOS ANGELES,CA,91344,12,JP Morgan Chase NA,,,,,,,
5017022007,6/2/2018,Single Family,1141 W 50TH ST,LOS ANGELES,CA,90037,9,Fay Servicing LLC - Eric Moore,,,,,,,
6014034024,1/3/2018,Single Family,1235 W FLORENCE AVE,LOS ANGELES,CA,90044,8,JP Morgan Chase NA,,,,,,,
5017030052,1/3/2018,Single Family,1036 W 46TH ST,LOS ANGELES,CA,90037,9,"Ocwen Loan Servicing, LLC",,,,,,,
2532011094,1/11/2018,Single Family,12248 W CLOVER ROAD,LOS ANGELES,CA,91331,7,"Ocwen Loan Servicing, LLC",,,,,,,
2341013013,1/2/2018,Single Family,12612 W EMELITA ST,LOS ANGELES,CA,91607,2,US Bank National Association,,,,,,,
5117004018,6/8/2018,Single Family,1638 E 27TH ST,LOS ANGELES,CA,90011,9,Carrington Mortgage Services,,,,,,,
2617017013,6/25/2018,Single Family,10311 N LEV AVE,LOS ANGELES,CA,91331,6,Westin Capital,,,,,,,
2531012016,1/31/2018,Single Family,11741 N ELDRIDGE AVE,LOS ANGELES,CA,91342,7,"North American Savings Bank, F.S.B.",,,,,,,
2580013007,7/6/2018,Single Family,13695 N MINDORA AVE,LOS ANGELES,CA,91342,7,PennyMac Loan Services,,,,,,,
2660017015,1/9/2018,Single Family,15131 W TUBA ST,LOS ANGELES,CA,91345,7,PennyMac Loan Services,,,,,,,
2274025004,1/31/2018,Single Family,14491 W GLORIETTA DR,LOS ANGELES,CA,91423,4,bayview,,,,,,,
2533005014,1/19/2018,Single Family,13038 W WEIDNER ST,LOS ANGELES,CA,91331,7,Wells Fargo Bank N.A.,,,,,,,
2346003017,1/16/2018,Single Family,12734 W ALBERS ST,LOS ANGELES,CA,91607,2,CitiMortgage,,,,,,,
2530022045,7/27/2018,Single Family,11300 W FOOTHILL BLVD,LOS ANGELES,CA,91342,7,Ditech Financial LLC,,,,,,,
5035032019,1/5/2018,Multi-Family,1621 W 38TH ST,LOS ANGELES,CA,90062,8,Nationstar Mortgage LLC,,,,,,,
2266008035,1/31/2018,Single Family,14415 W DUNBAR PL,LOS ANGELES,CA,91423,4,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
2676019008,4/10/2018,Single Family,16459 W NORDHOFF ST,LOS ANGELES,CA,91343,12,"THE BANK OF NEW YORK MELLON c/o Bayview Loan Servicing, LLC",,,,,,,
2633017030,9/13/2018,Single Family,11932 W NEENACH ST,LOS ANGELES,CA,91352,6,"Nationstar Mortgage, dba Mr. Cooper",,,,,,,
6065005026,8/31/2018,Single Family,10429 S PARMELEE AVE,LOS ANGELES,CA,90002,15,M&T Bank,,,,,,,
2529021014,5/4/2018,Single Family,10820 W JIMENEZ ST,LOS ANGELES,CA,91342,7,BANK OF AMERICA,,,,,,,
2502012061,1/22/2018,Single Family,15016 W LA MESA ST,LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,,,,,,,
7559028020,9/21/2018,Single Family,1912 W EMILIA PL,SAN PEDRO,CA,90732,15,Flagstar,,,,,,,
2315018038,1/17/2018,Single Family,11050 W COHASSET ST,LOS ANGELES,CA,91352,2,Wells Fargo Bank N.A.,,,,,,,
5020013019,1/1/2018,Multi-Family,1233 W 42ND ST,LOS ANGELES,CA,90037,9,"US BANK NA, c/o Select Portfolio Servicing",,,,,,,
4314027036,9/5/2018,Non-Residential,10521  NATIONAL,LOS ANGELES,CA,90034,5,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
2507024020,4/22/2018,Single Family,14275 W AZTEC ST,LOS ANGELES,CA,91342,7,THE MONEY SOURCE,,,,,,,
4423001013,2/5/2018,Single Family,1121 N CHARM ACRES PL,LOS ANGELES,CA,90272,11,"Real Time Resolutions, Inc",,,,,,,
2607019037,1/4/2018,Single Family,11515 N BALBOA BLVD,LOS ANGELES,CA,91344,12,"Ocwen Loan Servicing, LLC",,,,,,,
2604027029,1/10/2018,Multi-Family,15120 W NURMI ST,SYLMAR,CA,91342,7,Nationstar Mortgage LLC,,,,,,,
5114027005,1/10/2018,Single Family,1214 E 33RD ST,LOS ANGELES,CA,90011,9,CALIBER HOME LOANS,,,,,,,
2662010018,1/5/2018,Single Family,11239 N BLUCHER AVE,LOS ANGELES,CA,91344,12,Wells Fargo Bank N.A.,,,,,,,
5104004021,1/11/2018,Single Family,1201 E 53RD ST,LOS ANGELES,CA,90011,9,Celink,,,,,,,
4493030006,1/11/2018,Single Family,12671 W MOUNTAIN CREST LANE,LOS ANGELES,CA,90049,11,JP Morgan Chase NA,,,,,,,
2617019029,1/26/2018,Single Family,10381 N VENA AVE,LOS ANGELES,CA,91331,6,Cenlar FSB,,,,,,,
5017003007,7/3/2018,Multi-Family,1341 1/2 W 47TH ST,LOS ANGELES,CA,90037,9,Carrington Mortgage Services,,,,,,,
2106012103,1/5/2018,Non-Residential,07711   CALLE MARIA,LOS ANGELES,CA,91306,3,Wells Fargo Bank N.A.,,,,,,,
2697020011,1/9/2018,Single Family,11323 N BALBOA BLVD,LOS ANGELES,CA,91344,12,Nationstar Mortgage LLC,,,,,,,
2615024006,7/25/2018,Single Family,14752 W JAGUAR ST,LOS ANGELES,CA,91345,7,U.S. Bank NA as Trustee for LSF9 Master Participation Trust,,,,,,,
2627018012,9/27/2018,Single Family,13088 W RELIANCE ST,LOS ANGELES,CA,91331,6,bayview,,,,,,,
2233017015,1/10/2018,Single Family,15933 W HAYNES ST,VAN NUYS,CA,91406,6,Nationstar Mortgage LLC,,,,,,,
2724001037,4/9/2018,Single Family,10214 N LARWIN AVE 1-7,LOS ANGELES,CA,91311,12,Wells Fargo Bank N.A.,,,,,,,
2503022013,8/21/2018,Single Family,14010 W TYLER ST,LOS ANGELES,CA,91342,7,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
2620027008,3/26/2018,Multi-Family,10461 N ILEX AVE,PACOIMA,CA,91331,7,"DOVENMUEHLE MORTGAGE, INC.",,,,,,,
6030003008,1/18/2018,Multi-Family,117 E 81ST ST,LOS ANGELES,CA,90003,9,JP Morgan Chase NA,,,,,,,
2377008020,2/21/2018,Single Family,11490 W LAURELCREST DR,LOS ANGELES,CA,91604,2,RUSHMORE LOAN MANAGEMENT SERVICES,,,,,,,
7425017038,1/10/2018,Multi-Family,1116 E M ST,LOS ANGELES,CA,90744,15,Bank of America,,,,,,,
7446004023,2/9/2018,Single Family,1356 W SUMMERLAND AVE,SAN PEDRO,CA,90732,15,JP Morgan Chase NA,,,,,,,
5110018018,1/22/2018,Single Family,160 W 48TH ST,LOS ANGELES,CA,90037,9,JB NUTTER & COMPANY,,,,,,,
5069023009,1/24/2018,Single Family,1526 S CURSON AVE,LOS ANGELES,CA,90019,10,"Ocwen Loan Servicing, LLC",,,,,,,
6014034020,1/5/2018,Single Family,1223 W FLORENCE AVE,LOS ANGELES,CA,90044,8,Bayview Loan Servicing/Bayview Representative,,,,,,,
4406001021,1/16/2018,Single Family,13023 W SUNSET BLVD,LOS ANGELES,CA,90049,11,Citizens Business Bank,,,,,,,
2637028007,1/24/2018,Multi-Family,13849 W ROSCOE BLVD,VAN NUYS,CA,91402,6,Nationstar Mortgage LLC,,,,,,,
2661018018,8/14/2018,Single Family,15724 W LEMARSH ST,LOS ANGELES,CA,91343,12,Bank of America,,,,,,,
5690020019,1/2/2018,Single Family,1205 W NEOLA ST,LOS ANGELES,CA,90041,14,JP Morgan Chase NA,,,,,,,
2510001020,6/28/2018,Single Family,13350 N GLADSTONE AVE,LOS ANGELES,CA,91342,7,Freedom Mortgage Corporation,,,,,,,
5517012024,9/14/2018,Single Family,153 S HOBART BLVD,LOS ANGELES,CA,90004,10,"Ocwen Loan Servicing, LLC",,,,,,,
5082018026,1/1/2018,Single Family,1050 S PLYMOUTH BLVD,LOS ANGELES,CA,90019,10,Citibank NA C/O Select Portfolio Servicing,,,,,,,
2355016028,1/9/2018,Single Family,11826 W KLING ST,LOS ANGELES,CA,91607,2,Nationstar Mortgage LLC,,,,,,,
2510020018,6/1/2018,Single Family,13536 W BEAVER ST,LOS ANGELES,CA,91342,7,RUSHMORE LOAN MANAGEMENT SERVICES,,,,,,,
2415020015,6/18/2018,Single Family,10719 W COLLINS ST,LOS ANGELES,CA,91601,2,"Provident Funding Associates, L.P.",,,,,,,
5156028011,2/6/2018,Single Family,152 N BENTON WAY,LOS ANGELES,CA,90026,13,"Val-Chris Investments, Inc.",,,,,,,
2505005018,1/5/2018,Single Family,14659 W WALNUT ROAD,LOS ANGELES,CA,91342,7,Carrington Mortgage Services,,,,,,,
4365013019,6/5/2018,Single Family,11369 W CHENAULT ST,LOS ANGELES,CA,90049,11,JP Morgan Chase NA,,,,,,,
2206033047,9/7/2018,Single Family,16026 W LEADWELL ST,VAN NUYS,CA,91406,6,"Ocwen Loan Servicing, LLC",,,,,,,
2509013104,9/14/2018,Single Family,13825  BEAVER ST,SYLMAR,CA,91342,7,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
5101017020,1/16/2018,Single Family,162 E 56TH ST,LOS ANGELES,CA,90011,9,Wang Yang Enterprises LLC,,,,,,,
2680012002,1/8/2018,Single Family,16439 W JERSEY ST,LOS ANGELES,CA,91344,12,RUSHMORE LOAN MGMT SERVICES,,,,,,,
5071004006,3/2/2018,Single Family,1633 S VICTORIA AVE,LOS ANGELES,CA,90019,10,"Ocwen Loan Servicing, LLC",,,,,,,
6048022004,1/16/2018,Multi-Family,1614 E 92ND ST,LOS ANGELES,CA,90002,15,"Ocwen Loan Servicing, LLC",,,,,,,
2511025015,1/11/2018,Single Family,13170 W AZTEC ST,LOS ANGELES,CA,91342,7,"Ocwen Loan Servicing, LLC",,,,,,,
2679019029,5/4/2018,Single Family,10619 N SWINTON AVE,LOS ANGELES,CA,91344,12,"Cenlar FSB,",,,,,,,
5107015028,1/2/2018,Single Family,1231 E 47TH PL,LOS ANGELES,CA,90011,9,JP Morgan Chase NA,,,,,,,
6030009024,1/2/2018,Single Family,139 E 83RD ST,LOS ANGELES,CA,90003,9,"Ocwen Loan Servicing, LLC",,,,,,,
2531015001,1/9/2018,Single Family,11539 N GLADSTONE AVE,LOS ANGELES,CA,91342,7,Mr. Cooper,,,,,,,
5054007002,6/24/2018,Multi-Family,1583 W 30TH ST,LOS ANGELES,CA,90007,8,BANK OF AMERICA,,,,,,,
5110025010,6/11/2018,Multi-Family,127  52ND ST,LOS ANGELES,CA,90037,9,Central Loan Administration & Reporting,,,,,,,
2673015094,8/28/2018,Single Family,15935 W COMMUNITY ST,LOS ANGELES,CA,91343,12,"Nationstar Mortgage, dba Mr. Cooper",,,,,,,
5036003022,1/5/2018,Single Family,1366 W 38TH ST,LOS ANGELES,CA,90062,8,Wells Fargo Bank N.A.,,,,,,,
5143019221,1/9/2018,Single Family,1226 W WILSHIRE BLVD,LOS ANGELES,CA,90017,1,Nationstar Mortgage LLC,,,,,,,
2531026047,6/27/2018,Single Family,11704 N PRAGER AVE,LOS ANGELES,CA,91342,7,"Trustee Corps, PennyMac Loac Services, LLC",,,,,,,
2695004025,1/17/2018,Single Family,10654 N LOUISE AVE,LOS ANGELES,CA,91344,12,Wells Fargo Bank N.A.,,,,,,,
6049028025,1/30/2018,Multi-Family,1146 1/2 E CENTURY BLVD,LOS ANGELES,CA,90002,8,"Ocwen Loan Servicing, LLC",,,,,,,
5068021010,1/16/2018,Single Family,1563 S FAIRFAX AVE,LOS ANGELES,CA,90019,10,"Ocwen Loan Servicing, LLC",,,,,,,
2623014012,1/2/2018,Single Family,13057 W KAGEL CANYON ST,LOS ANGELES,CA,91331,7,M&T Bank,,,,,,,
2604026037,2/1/2018,Single Family,12521 N TELFAIR AVE,LOS ANGELES,CA,91342,7,"Dovenmuehle Mortgage, Inc",,,,,,,
4357016004,9/14/2018,Single Family,1247 N BEVERLY VIEW DR,LOS ANGELES,CA,90210,5,Wells Fargo Bank N.A.,,,,,,,
6069024027,1/23/2018,Single Family,11305 S MONITOR AVE,LOS ANGELES,CA,90059,15,"Ocwen Loan Servicing, LLC",,,,,,,
2696024033,1/10/2018,Single Family,10846 N LOUISE AVE,LOS ANGELES,CA,91344,12,"Caliber Home Loans, INC",,,,,,,
2601043015,1/2/2018,Single Family,12809 N NEON WAY,LOS ANGELES,CA,91344,12,M&T Bank,,,,,,,
2615017046,1/3/2018,Single Family,14600 W CHATSWORTH DR,LOS ANGELES,CA,91345,7,"Ocwen Loan Servicing, LLC",,,,,,,
2512020059,5/9/2018,Single Family,13221 W BOMBAY ST,LOS ANGELES,CA,91342,7,"US BANK NA, c/o Select Portfolio Servicing",,,,,,,
2681019006,1/5/2018,Single Family,16442 W MCKEEVER ST,LOS ANGELES,CA,91344,12,Wells Fargo Bank N.A.,,,,,,,
4370015020,1/29/2018,Single Family,1516 N STONE CANYON RD,LOS ANGELES,CA,90077,5,"PLM LOAN MANAGEMENT SERVICES, INC.",,,,,,,
2508001011,8/30/2018,Single Family,14264 W ASTORIA ST,LOS ANGELES,CA,91342,7,Lockheed Federal Credit Union,,,,,,,
2625033002,1/2/2018,Single Family,13321 W BRANFORD ST,LOS ANGELES,CA,91331,6,M&T Bank,,,,,,,
6120018036,1/18/2018,Multi-Family,16319 S MENLO AVE,LOS ANGELES,CA,90247,15,"Ocwen Loan Servicing, LLC",,,,,,,
6002012038,8/20/2018,Multi-Family,1401 W 60TH ST,LOS ANGELES,CA,90047,8,BANK OF AMERICA,,,,,,,
6006006023,5/31/2018,Multi-Family,149 1/2 E 60TH ST,LOS ANGELES,CA,90003,9,M&T Bank - Eric Moore,,,,,,,
2502016014,1/11/2018,Single Family,13751 N SPROULE AVE,LOS ANGELES,CA,91342,7,CALIBER HOME LOANS,,,,,,,
4490007005,5/4/2018,Single Family,16413 W SLOAN DR,LOS ANGELES,CA,90049,11,JP Morgan Chase NA,,,,,,,
4220016001,8/8/2018,Single Family,11906 W JUNIETTE ST,LOS ANGELES,CA,90230,11,"Dovenmuehle Mortgage, Inc.",,,,,,,
6033020005,1/19/2018,Single Family,1056 W 79TH ST,LOS ANGELES,CA,90044,8,Trustee Corp,,,,,,,
2510001020,7/3/2018,Single Family,13350 N GLADSTONE AVE,LOS ANGELES,CA,91342,7,Freedom Mortgage,,,,,,,
2525002024,1/3/2018,Single Family,12709 N HUNNEWELL AVE,LOS ANGELES,CA,91342,7,Carrington Mortgage Services,,,,,,,
6002013008,1/10/2018,Single Family,1535 W 60TH ST,LOS ANGELES,CA,90047,8,"Pacific Union Financial, LLC",,,,,,,
2261036025,6/14/2018,Single Family,15450 W HUSTON ST,LOS ANGELES,CA,91403,5,Celink,,,,,,,
5082026003,5/25/2018,Single Family,1107 S CRENSHAW BLVD,LOS ANGELES,CA,90019,10,Shellpoint Mortgage,,,,,,,
5002018016,2/12/2018,Multi-Family,1027 1/2 W 58TH ST,LOS ANGELES,CA,90037,9,Wells Fargo Bank N.A.,,,,,,,
2512022042,1/30/2018,Single Family,13208 W BOMBAY ST,LOS ANGELES,CA,91342,7,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
5003025004,2/26/2018,Single Family,1449 W 57TH ST,LOS ANGELES,CA,90062,8,21ST MORTGAGE CORPORATION,,,,,,,
5480021006,1/18/2018,Multi-Family,1344 1/2 W YOSEMITE DR,LOS ANGELES,CA,90041,14,"Ocwen Loan Servicing, LLC",,,,,,,
2558016018,1/3/2018,Single Family,10335 N FERNGLEN AVE,LOS ANGELES,CA,91042,7,Carrington Mortgage Services,,,,,,,
2216003035,1/2/2018,Single Family,13922 W VALERIO ST,LOS ANGELES,CA,91405,2,US Bank National Association,,,,,,,
2354005043,1/2/2018,Single Family,11643 W OTSEGO ST,LOS ANGELES,CA,91601,2,Bank of America,,,,,,,
2405010002,1/18/2018,Single Family,10046 W KESWICK ST,LOS ANGELES,CA,91352,2,JP Morgan Chase NA,,,,,,,
2206037128,7/26/2018,Single Family,15845 W WYANDOTTE ST,VAN NUYS,CA,91406,6,"Ocwen Loan Servicing, LLC",,,,,,,
2617010010,1/12/2018,Single Family,14417 W CLYMER ST,LOS ANGELES,CA,91345,7,"Dovenmuehle Mortgage, Inc.",,,,,,,
2335006009,1/31/2018,Multi-Family,11558 1/2 W HAYNES ST,NORTH HOLLYWOOD,CA,91606,2,"Ocwen Loan Servicing, LLC",,,,,,,
7413014022,6/14/2018,Single Family,1078 W 252ND ST,LOS ANGELES,CA,90710,15,"Ocwen Loan Servicing, LLC",,,,,,,
2565001057,3/29/2018,Single Family,10449 N GLORY AVE,LOS ANGELES,CA,91042,7,BANK OF AMERICA - PRE,,,,,,,
5104014029,7/20/2018,Single Family,1183 E 54TH ST,LOS ANGELES,CA,90011,9,"Ocwen Loan Servicing, LLC",,,,,,,
2311009054,1/7/2018,Single Family,11420 W STRATHERN ST,LOS ANGELES,CA,91605,6,RUSHMORE LOAN MANAGEMENT SERVICES,,,,,,,
2531012042,1/5/2018,Single Family,11730 W GRUEN ST,LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,,,,,,,
2559009023,8/7/2018,Single Family,10344 N LEOLANG AVE,LOS ANGELES,CA,91040,7,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
2715027031,1/29/2018,Single Family,11100 N RESEDA BLVD,LOS ANGELES,CA,91326,12,Shellpoint Mortgage Services,,,,,,,
7470022009,1/25/2018,Single Family,1420 W 36TH ST,SAN PEDRO,CA,90731,15,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
6073010023,1/29/2018,Multi-Family,10967 S SAN PEDRO ST,LOS ANGELES,CA,90061,8,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
6055015041,9/13/2018,Single Family,1514 W 99TH ST,LOS ANGELES,CA,90047,8,"Nationstar Mortgage, dba Mr. Cooper",,,,,,,
2552016012,6/12/2018,Single Family,11011 N WHITEGATE AVE,LOS ANGELES,CA,91040,7,RUSHMORE LOAN MANAGEMENT SERVICES,,,,,,,
4265018057,1/5/2018,Single Family,11847 W GORHAM AVE,LOS ANGELES,CA,90049,11,Selene Finance LP,,,,,,,
2506034117,1/22/2018,Single Family,12580 N SAN FERNANDO RD,SYLMAR,CA,91342,7,Wells Fargo Bank N.A.,,,,,,,
4492013008,9/14/2018,Single Family,13484 W BAYLISS RD,LOS ANGELES,CA,90049,11,Wells Fargo Bank N.A.,,,,,,,
5078034026,5/15/2018,Single Family,1206 S MARIPOSA AVE,LOS ANGELES,CA,90006,1,Anchor Loans,,,,,,,
6002012003,1/15/2018,Single Family,1455 W 60TH ST,LOS ANGELES,CA,90047,8,Champion Mortgage Company c/o BDF Law,,,,,,,
6002013019,8/2/2018,Single Family,1550 W 59TH PL,LOS ANGELES,CA,90047,8,"Ocwen Loan Servicing, LLC",,,,,,,
2362022018,8/27/2018,Single Family,12726 W KLING ST,LOS ANGELES,CA,91604,2,BANK OF AMERICA,,,,,,,
5405027005,2/16/2018,Single Family,1186 W SUNSET BLVD,LOS ANGELES,CA,90012,1,"PEAK FORECLOSURE SERVICES, INC.",,,,,,,
2609016008,2/9/2018,Single Family,16510 W KNOLLWOOD DR,LOS ANGELES,CA,91344,12,Anchor Loans,,,,,,,
2601028032,3/8/2018,Non-Residential,12001   SHOSHONE AVE,LOS ANGELES,CA,91344,12,"Real Time Resolutions, Inc",,,,,,,
7445004176,8/16/2018,Single Family,1441 W BRETT PL,SAN PEDRO,CA,90732,15,"Dovenmuehle Mortgage, Inc.",,,,,,,
5559011015,8/2/2018,Single Family,1408 N SUNSET PLAZA DR,HOLLYWOOD,CA,90069,4,"Center Street Lending Fund IV SPE, LLC, a Delaware Limited Liability Company",,,,,,,
2528035005,1/31/2018,Single Family,10800 W OAK MOUNTAIN PL,LOS ANGELES,CA,91040,7,bayview,,,,,,,
2625029012,2/12/2018,Single Family,13588 W WINGO ST,LOS ANGELES,CA,91331,6,NEW AMERICAN FUNDING,,,,,,,
2605002066,8/20/2018,Single Family,15782 W MIDWOOD DR,LOS ANGELES,CA,91344,12,bayview,,,,,,,
2747014147,8/22/2018,Single Family,10000 N OWENSMOUTH AVE,LOS ANGELES,CA,91311,12,"Nationstar Mortgage, dba Mr. Cooper",,,,,,,
2275033005,1/5/2018,Single Family,14663 W DEERVALE PL,LOS ANGELES,CA,91403,4,Wells Fargo Bank N.A.,,,,,,,
2668015011,1/9/2018,Single Family,10361 N DEMPSEY AVE,LOS ANGELES,CA,91344,12,Nationstar Mortgage LLC,,,,,,,
6109017008,8/8/2018,Single Family,1223 W 187TH PL,LOS ANGELES,CA,90248,15,JP Morgan Chase NA,,,,,,,
2360001030,1/29/2018,Single Family,13546 W SARAH ST,LOS ANGELES,CA,91423,4,CALIBER HOME LOANS,,,,,,,
2375019050,1/10/2018,Single Family,13035 W VALLEYHEART DR,LOS ANGELES,CA,91604,2,Bank of America,,,,,,,
2420023053,1/9/2018,Single Family,10240 W CAMARILLO ST,LOS ANGELES,CA,91602,4,"Ocwen Loan Servicing, LLC",,,,,,,
2667010004,1/12/2018,Single Family,15918 W SAN FERNANDO MISSION BLVD,LOS ANGELES,CA,91344,12,Wells Fargo Bank N.A.,,,,,,,
7444003084,1/3/2018,Single Family,1553  STONEWOOD,LOS ANGELES,CA,90732,15,POPA federal crediti union,,,,,,,
7420020006,1/20/2018,Single Family,1136 N FRIES AVE,LOS ANGELES,CA,90744,15,OCWEN LOAN SERVICING,,,,,,,
2341011021,1/26/2018,Single Family,12731 W HATTERAS ST,LOS ANGELES,CA,91607,2,"Trinity Financial Services, LLC",,,,,,,
2346010004,1/9/2018,Single Family,12652 W CUMPSTON ST,LOS ANGELES,CA,91607,2,CitiMortgage,,,,,,,
2620027008,7/25/2018,Multi-Family,10461 N ILEX AVE,PACOIMA,CA,91331,7,Banc of California National Assotiation,,,,,,,
2679024038,1/18/2018,Single Family,16328 W BLACKHAWK ST,LOS ANGELES,CA,91344,12,"Ocwen Loan Servicing, LLC",,,,,,,
2535015020,5/25/2018,Single Family,13253 W PINNEY ST,LOS ANGELES,CA,91331,7,Shellpoint Mortgage,,,,,,,
4380011029,1/9/2018,Single Family,10430 W SCENARIO LANE,LOS ANGELES,CA,90077,5,Bank of America,,,,,,,
2337018006,1/29/2018,Multi-Family,11127 1/2 W HATTERAS ST,LOS ANGELES,CA,91601,2,JP Morgan Chase NA,,,,,,,
5069019006,1/24/2018,Multi-Family,1419 S CURSON AVE,LOS ANGELES,CA,90019,10,"Ocwen Loan Servicing, LLC",,,,,,,
7347001014,1/9/2018,Single Family,1612 W 223RD ST,LOS ANGELES,CA,90501,15,Mr. Cooper,,,,,,,
2627024016,1/2/2018,Single Family,13207 W BRYSON ST,LOS ANGELES,CA,91331,6,Wells Fargo Bank N.A.,,,,,,,
2328017029,1/27/2018,Single Family,13458 W VOSE ST,LOS ANGELES,CA,91405,2,"Wilmington Savings Fund Society FSB, dba Christiana Trust as Trustee for Brougham Fund I Trust",,,,,,,
4244012020,9/13/2018,Single Family,13024 W MORNINGSIDE WAY,LOS ANGELES,CA,90066,11,Carrington Mortgage Services,,,,,,,
2611035008,3/15/2018,Single Family,14953 W AZTEC ST,LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,,,,,,,
5068009001,1/12/2018,Single Family,1600 S CRESCENT HEIGHTS BLVD,LOS ANGELES,CA,90035,10,Selene Finance,,,,,,,
2717003002,1/5/2018,Single Family,11209 N YOLANDA AVE,LOS ANGELES,CA,91326,12,Wells Fargo Bank N.A.,,,,,,,
4379035088,1/5/2018,Single Family,10502 W CLEARWOOD CT,LOS ANGELES,CA,90077,5,"Ocwen Loan Servicing, LLC",,,,,,,
5690020019,6/21/2018,Single Family,1205 W NEOLA ST,LOS ANGELES,CA,90041,14,CALIBER HOME LOANS,,,,,,,
4378035005,1/15/2018,Single Family,15523 W COLLINA STRADA,LOS ANGELES,CA,90077,5,CitiMortgage,,,,,,,
2646016022,8/15/2018,Single Family,13515 W TERRA BELLA ST,LOS ANGELES,CA,91331,7,M&T Bank,,,,,,,
6055009051,1/17/2018,Single Family,1438 W 94TH PL,LOS ANGELES,CA,90047,8,"Ocwen Loan Servicing, LLC",,,,,,,
2611042010,1/8/2018,Single Family,15276 W GOLDEN CT,LOS ANGELES,CA,91342,7,"Ocwen Loan Servicing, LLC",,,,,,,
2580018187,1/12/2018,Single Family,13151 N MIRA MAR DR,LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,,,,,,,
7426010014,1/9/2018,Single Family,1022 E SANDISON ST,LOS ANGELES,CA,90744,15,JP Morgan Chase NA,,,,,,,
2647002001,1/9/2018,Single Family,10128 N LEMONA AVE,LOS ANGELES,CA,91345,7,Wells Fargo Bank N.A.,,,,,,,
5543005008,3/8/2018,Multi-Family,1645 N KENMORE AVE,LOS ANGELES,CA,90027,13,Fay Servicing LLC - Eric Moore,,,,,,,
5017022007,1/12/2018,Single Family,1141 W 50TH ST,LOS ANGELES,CA,90037,9,Wells Fargo Bank N.A.,,,,,,,
2556003074,1/4/2018,Single Family,10819 N WOODWARD AVE,LOS ANGELES,CA,91040,7,Carrington Mortgage Services,,,,,,,
2321023001,1/23/2018,Multi-Family,11936 W DEHOUGNE ST,NORTH HOLLYWOOD,CA,91605,2,"Metro California, LLC",,,,,,,
5078033017,1/29/2018,Multi-Family,1224 S FEDORA ST,LOS ANGELES,CA,90006,1,Specialized Loan Servicing LLC on behalf of beneficiary,,,,,,,
2552046018,9/19/2018,Single Family,11046 N TAMBERLY LANE,LOS ANGELES,CA,91042,7,JP Morgan Chase NA,,,,,,,
2620010011,1/5/2018,Single Family,10522 N CAYUGA AVE,LOS ANGELES,CA,91331,7,Selene Finance LP,,,,,,,
2247013001,9/24/2018,Single Family,13854 W ALBERS ST,VAN NUYS,CA,91401,4,"The Evergreen Advantage, LLC",,,,,,,
2707007008,1/2/2018,Single Family,10711 N SUNNY BRAE AVE,LOS ANGELES,CA,91311,12,Bank of America,,,,,,,
5512012010,1/18/2018,Single Family,147 S MARTEL AVE,LOS ANGELES,CA,90036,5,"Ocwen Loan Servicing, LLC",,,,,,,
6002013014,1/31/2018,Single Family,1513 W 60TH ST,LOS ANGELES,CA,90047,8,Rediger Investment Mortgage Fund,,,,,,,
5003026014,1/5/2018,Single Family,1510 W 56TH ST,LOS ANGELES,CA,90062,8,Selene Finance LP,,,,,,,
2654023092,9/7/2018,Non-Residential,08554   BURNET AVE,LOS ANGELES,CA,91343,7,Wells Fargo Bank N.A.,,,,,,,
